Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,TEAM_ABBR,DATA_SOURCE,PLAYER_ID,NICKNAME,TEAM_ID,AGE,GP,W,L,W_PCT,FGM,FG3M,FG3A,FTM,OREB,DREB,REB,BLKA,PFD,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,OPP
1.0,Jaylen Brown,29.0,SF,71.0,71.0,34.4,10.4,21.7,0.477,2.0,5.7,0.347,8.4,16.0,0.523,0.522,6.0,7.5,0.795,1.1,5.8,6.9,5.1,1.0,0.4,3.6,2.7,28.7,AS,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
2.0,Derrick White,31.0,SG,77.0,77.0,34.1,5.7,14.4,0.394,2.7,8.3,0.327,3.0,6.1,0.487,0.489,2.4,2.6,0.902,1.1,3.3,4.4,5.4,1.1,1.3,1.7,1.5,16.5,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
3.0,Jayson Tatum,27.0,PF,16.0,16.0,32.6,7.4,17.9,0.411,2.9,8.9,0.329,4.4,9.0,0.493,0.493,4.1,4.9,0.823,0.5,9.5,10.0,5.3,1.4,0.2,2.4,1.6,21.8,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
4.0,Payton Pritchard,28.0,PG,79.0,50.0,32.4,6.4,13.8,0.464,2.7,7.1,0.377,3.7,6.7,0.556,0.561,1.5,1.7,0.89,0.9,3.1,3.9,5.2,0.7,0.1,1.4,1.5,17.0,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
5.0,Neemias Queta,26.0,C,76.0,75.0,25.3,4.3,6.6,0.653,0.0,0.1,0.125,4.3,6.5,0.662,0.654,1.6,2.3,0.703,3.0,5.3,8.4,1.7,0.8,1.3,1.0,2.8,10.2,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
6.0,Sam Hauser,28.0,PF,78.0,49.0,24.8,3.2,7.7,0.419,2.5,6.5,0.393,0.7,1.2,0.557,0.584,0.2,0.3,0.85,0.7,3.1,3.8,1.5,0.5,0.3,0.4,1.4,9.2,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
8.0,Nikola Vučević,35.0,C,16.0,1.0,21.1,3.8,8.7,0.439,1.1,3.3,0.34,2.7,5.4,0.5,0.504,0.9,1.2,0.789,1.6,5.1,6.6,2.0,0.4,0.6,1.0,1.9,9.7,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
9.0,Baylor Scheierman,25.0,SG,77.0,20.0,18.6,2.0,4.3,0.453,1.3,3.2,0.399,0.7,1.2,0.6,0.599,0.4,0.4,0.903,0.7,2.8,3.5,1.5,0.5,0.1,0.6,1.4,5.5,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
10.0,Jordan Walsh,21.0,PF,68.0,25.0,17.8,2.0,3.9,0.509,0.7,1.8,0.384,1.3,2.1,0.62,0.599,0.6,0.8,0.772,1.3,2.8,4.0,0.8,0.7,0.5,0.5,2.0,5.4,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
11.0,Luka Garza,27.0,C,69.0,6.0,16.2,3.0,5.2,0.577,0.8,1.8,0.433,2.2,3.3,0.657,0.654,1.3,1.7,0.769,2.3,1.8,4.1,1.0,0.4,0.4,0.7,2.3,8.1,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
13.0,Hugo González,19.0,SF,74.0,3.0,14.6,1.6,3.3,0.476,0.6,1.6,0.362,1.0,1.8,0.577,0.561,0.2,0.4,0.5,0.8,2.5,3.3,0.5,0.6,0.3,0.5,1.7,3.9,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
14.0,Dalano Banton,26.0,PG,4.0,0.0,13.0,0.3,2.0,0.125,0.0,0.3,0.0,0.3,1.8,0.143,0.125,1.0,1.0,1.0,0.3,0.8,1.0,2.3,0.3,1.3,1.8,0.8,1.5,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
15.0,Ron Harper Jr.,25.0,SF,29.0,3.0,11.0,1.6,3.8,0.418,1.0,2.8,0.35,0.6,1.0,0.6,0.545,0.1,0.1,0.75,0.5,1.1,1.7,0.8,0.3,0.3,0.3,0.7,4.2,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
18.0,John Tonje,24.0,SG,6.0,0.0,7.0,0.7,2.3,0.286,0.5,1.7,0.3,0.2,0.7,0.25,0.393,0.7,0.7,1.0,0.0,1.0,1.0,0.3,0.3,0.0,0.0,0.8,2.5,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
19.0,Amari Williams,24.0,PF,22.0,2.0,6.6,0.5,0.9,0.5,0.0,0.0,,0.5,0.9,0.5,0.5,0.5,0.6,0.714,0.4,1.4,1.8,0.5,0.1,0.5,0.5,0.9,1.4,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
21.0,Max Shulga,23.0,SG,11.0,1.0,3.3,0.2,0.7,0.25,0.1,0.4,0.25,0.1,0.4,0.25,0.313,0.2,0.2,1.0,0.3,0.3,0.5,0.2,0.1,0.0,0.3,0.9,0.6,,BOS,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI
1.0,Tyrese Maxey,25.0,PG,70.0,70.0,38.0,9.9,21.4,0.462,3.1,8.6,0.367,6.8,12.9,0.525,0.536,5.3,6.0,0.892,0.3,3.8,4.1,6.6,1.9,0.8,2.4,2.2,28.3,AS,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
2.0,VJ Edgecombe,20.0,SG,75.0,75.0,35.0,6.0,13.7,0.438,2.0,5.6,0.354,4.0,8.1,0.496,0.51,2.0,2.4,0.818,1.6,4.0,5.6,4.2,1.4,0.5,1.8,2.9,16.0,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
3.0,Joel Embiid,31.0,C,38.0,38.0,31.6,9.0,18.3,0.489,1.4,4.2,0.333,7.6,14.2,0.535,0.527,7.5,8.8,0.854,2.0,5.7,7.7,3.9,0.6,1.2,2.9,2.2,26.9,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
4.0,Kelly Oubre Jr.,30.0,SF,50.0,41.0,31.5,5.1,10.9,0.467,1.7,4.8,0.36,3.4,6.1,0.551,0.546,2.2,2.9,0.766,1.0,4.0,5.0,1.6,1.4,0.5,1.4,2.5,14.1,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
5.0,Paul George,35.0,PF,37.0,37.0,30.7,6.1,13.9,0.439,2.7,6.9,0.392,3.4,7.0,0.484,0.536,2.5,3.0,0.82,0.5,4.8,5.3,3.6,1.7,0.4,1.7,2.3,17.3,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
6.0,Quentin Grimes,25.0,SG,75.0,19.0,29.4,4.5,10.1,0.45,1.7,5.1,0.334,2.8,5.0,0.568,0.534,2.7,3.2,0.84,0.6,3.0,3.6,3.3,0.9,0.4,1.8,2.1,13.4,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
7.0,Dominick Barlow,22.0,PF,71.0,59.0,23.8,3.0,5.6,0.539,0.3,1.2,0.256,2.7,4.5,0.612,0.565,1.3,1.8,0.718,1.9,2.9,4.8,1.2,0.9,0.7,0.8,2.1,7.7,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
8.0,Andre Drummond,32.0,C,63.0,25.0,19.5,2.5,5.3,0.472,0.5,1.4,0.356,2.0,3.9,0.514,0.519,0.8,1.3,0.631,3.2,5.3,8.4,1.3,0.6,0.8,1.0,2.0,6.4,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
9.0,Adem Bona,22.0,C,71.0,18.0,17.4,1.8,3.1,0.595,0.0,0.1,0.333,1.8,3.0,0.603,0.6,1.1,1.6,0.708,1.8,2.5,4.3,0.5,0.4,1.2,0.8,2.2,4.8,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
12.0,Trendon Watford,25.0,PF,53.0,7.0,16.3,2.6,5.1,0.515,0.2,0.9,0.2,2.4,4.1,0.587,0.534,1.1,1.5,0.779,0.7,2.6,3.3,2.5,0.3,0.4,1.2,2.0,6.5,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
13.0,Justin Edwards,22.0,SF,64.0,12.0,15.3,2.2,5.0,0.447,1.0,2.8,0.372,1.2,2.2,0.543,0.552,0.5,0.6,0.846,0.4,1.1,1.5,1.3,0.8,0.2,0.6,1.4,6.0,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
14.0,MarJon Beauchamp,25.0,SF,14.0,1.0,14.0,2.4,5.4,0.434,1.1,3.4,0.34,1.2,2.1,0.586,0.539,0.9,1.4,0.684,0.5,1.8,2.3,1.1,0.6,0.3,0.9,0.9,6.8,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
15.0,Dalen Terry,23.0,SG,14.0,0.0,12.4,1.6,3.8,0.434,0.4,1.4,0.25,1.3,2.4,0.545,0.481,0.5,0.9,0.538,0.5,1.1,1.6,1.6,0.5,0.3,0.4,1.1,4.1,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
17.0,Jabari Walker,23.0,PF,64.0,6.0,11.9,1.5,3.3,0.455,0.5,1.5,0.337,1.0,1.8,0.551,0.531,0.8,1.1,0.735,1.1,1.9,3.0,0.5,0.4,0.2,0.4,1.6,4.3,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
18.0,Tyrese Martin,26.0,SG,9.0,0.0,9.0,1.0,2.4,0.409,0.2,1.4,0.154,0.8,1.0,0.778,0.455,0.0,0.2,0.0,0.2,0.9,1.1,1.0,0.3,0.2,0.8,0.3,2.2,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
19.0,Kyle Lowry,39.0,PG,14.0,0.0,8.4,0.3,1.8,0.16,0.3,1.8,0.16,0.0,0.0,,0.24,0.4,0.4,0.833,0.0,0.6,0.6,0.8,0.1,0.1,0.3,0.6,1.2,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
20.0,Johni Broome,23.0,C,11.0,0.0,5.0,0.4,2.2,0.167,0.0,0.5,0.0,0.4,1.7,0.211,0.167,0.2,0.5,0.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,PHI,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS
1.0,Shai Gilgeous-Alexander,27.0,PG,68.0,68.0,33.2,10.8,19.4,0.553,1.7,4.4,0.386,9.1,15.0,0.602,0.597,7.9,9.0,0.879,0.6,3.7,4.3,6.6,1.4,0.8,2.2,2.0,31.1,AS,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
2.0,Chet Holmgren,23.0,PF,69.0,69.0,28.9,6.3,11.3,0.557,1.3,3.5,0.362,5.0,7.8,0.646,0.614,3.3,4.1,0.792,1.9,7.0,8.9,1.7,0.6,1.9,1.6,2.3,17.1,AS,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
3.0,Jalen Williams,24.0,SG,33.0,33.0,28.4,6.5,13.5,0.484,0.7,2.3,0.299,5.8,11.2,0.523,0.51,3.3,3.9,0.837,0.8,3.8,4.6,5.5,1.2,0.3,1.9,2.0,17.1,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
4.0,Luguentz Dort,26.0,SF,69.0,69.0,26.8,2.9,7.6,0.385,1.9,5.4,0.344,1.1,2.2,0.487,0.508,0.6,0.8,0.759,0.8,2.7,3.6,1.2,0.9,0.4,0.8,2.6,8.3,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
5.0,Cason Wallace,22.0,SG,77.0,58.0,26.6,3.3,7.6,0.432,1.3,3.7,0.351,2.0,3.8,0.51,0.518,0.7,0.9,0.809,0.8,2.3,3.1,2.6,1.9,0.4,0.9,2.0,8.6,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
6.0,Ajay Mitchell,23.0,SG,57.0,16.0,25.8,5.0,10.4,0.485,1.1,3.1,0.347,3.9,7.3,0.543,0.536,2.5,2.8,0.87,0.7,2.6,3.3,3.6,1.2,0.3,1.4,2.1,13.6,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
7.0,Isaiah Hartenstein,27.0,C,47.0,46.0,24.2,3.9,6.3,0.622,0.0,0.1,0.0,3.9,6.1,0.637,0.622,1.4,2.2,0.61,3.2,6.3,9.4,3.5,1.0,0.8,1.7,2.5,9.2,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
8.0,Aaron Wiggins,27.0,SG,65.0,21.0,21.8,3.6,8.2,0.431,1.5,4.2,0.356,2.1,4.1,0.508,0.521,0.8,1.1,0.736,0.6,2.4,3.1,1.7,0.9,0.4,1.2,1.3,9.4,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
9.0,Isaiah Joe,26.0,SG,71.0,9.0,21.2,3.5,7.6,0.455,2.5,6.0,0.423,0.9,1.6,0.574,0.622,1.5,1.7,0.894,0.5,2.1,2.5,1.3,0.7,0.2,0.6,1.7,11.1,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
10.0,Jaylin Williams,23.0,PF,65.0,11.0,19.6,2.3,5.4,0.423,1.5,3.9,0.383,0.8,1.5,0.531,0.563,1.1,1.4,0.793,0.5,5.0,5.5,2.4,0.5,0.6,1.0,2.0,7.2,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
11.0,Alex Caruso,31.0,SG,56.0,0.0,18.2,2.3,5.4,0.423,0.9,3.2,0.293,1.3,2.1,0.622,0.512,0.7,0.9,0.804,0.5,2.3,2.8,2.0,1.3,0.3,0.9,1.2,6.2,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
12.0,Jared McCain,21.0,SG,30.0,2.0,18.0,3.8,8.3,0.462,1.8,4.6,0.391,2.0,3.7,0.55,0.57,1.0,1.1,0.853,0.6,1.5,2.1,0.9,0.4,0.1,0.9,1.3,10.4,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
13.0,Nikola Topić,20.0,PG,10.0,2.0,16.0,2.2,5.1,0.431,0.6,1.5,0.4,1.6,3.6,0.444,0.49,0.2,0.5,0.4,0.7,1.2,1.9,4.4,0.5,0.0,2.5,1.3,5.2,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
14.0,Payton Sandfort,23.0,SF,4.0,0.0,15.8,3.3,6.5,0.5,1.8,4.3,0.412,1.5,2.3,0.667,0.635,0.5,1.0,0.5,0.3,2.3,2.5,0.0,0.3,0.0,0.3,2.0,8.8,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
15.0,Kenrich Williams,31.0,PF,56.0,2.0,15.3,2.5,5.3,0.473,0.9,2.3,0.388,1.6,3.0,0.539,0.557,0.6,0.9,0.635,1.1,2.3,3.3,1.4,0.6,0.1,0.8,1.1,6.5,,OKC,B-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHX
